username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
CBSNews;2017-09-07 05:03;194;321;"Florida Keys woman who hasn't evacuated in 51 years: "I'm not staying for Irma" http://cbsn.ws/2eNcLPP pic.twitter.com/PaaGrqc624";;;;"905657659767926784";https://twitter.com/CBSNews/status/905657659767926784
futurevictim;2017-09-07 02:39;20;315;"i'm the guy who didnt evacuate the florida keys and i'm waiting for the hurricane as i lay on the floor of my garage in a full suit of armor";;;;"905621472822968320";https://twitter.com/futurevictim/status/905621472822968320
NHC_Atlantic;2017-09-07 00:20;859;553;"#Hurricane watches could be issued for portions of the Florida Keys and the Florida peninsula on Thursday. http://hurricanes.gov #Irmapic.twitter.com/j9KhJVOJHY";;;#Hurricane #Irmapic;"905586525462822913";https://twitter.com/NHC_Atlantic/status/905586525462822913
RRRawlings;2017-09-06 22:39;22;198;"To all of our friends at Gas Monkey Key West and throughout Florida, stays safe throughout the storm. #Irma #GMBG #GMBGKeyWest #GasMonkeypic.twitter.com/0Ce3wm97sP";;;#Irma #GMBG #GMBGKeyWest #GasMonkeypic;"905561016150446080";https://twitter.com/RRRawlings/status/905561016150446080
SteveCapus;2017-09-06 22:18;20;80;"Jerry Cipriano's writing distinguishes @CBSEveningNews. Irma, "..Takes aim at Florida-where they're locking doors-and leaving the Keys"";;@CBSEveningNews;;"905555886512508930";https://twitter.com/SteveCapus/status/905555886512508930
ShepNewsTeam;2017-09-06 21:12;38;83;"HURRICANE IRMA: People in the Florida Keys start to evacuate ahead of the massive category 5 storm #HurricaneIrma #FOXWeatherCenter #FOXNewspic.twitter.com/u0F5W8LCip";;;#HurricaneIrma #FOXWeatherCenter #FOXNewspic;"905539106310156288";https://twitter.com/ShepNewsTeam/status/905539106310156288
laurahelmuth;2017-09-06 19:27;80;100;"Manager of Hemingway House is riding out the storm with 55 six-toed cats. Oh #Florida. So Key West. @thefranknesshttp://wapo.st/2gKU14i?tid=ss_tw&utm_term=.fb3c2c2f1f1a …";;@thefranknesshttp;#Florida;"905512926479622144";https://twitter.com/laurahelmuth/status/905512926479622144
olgaNYC1211;2017-09-06 18:21;768;1716;"Here's an idea! Why doesn't @rushlimbaugh drive down to the Florida Keys to prove what a conspiracy Hurricane Irma is.. All talk! https://twitter.com/rawstory/status/905491422790475776 …";;@rushlimbaugh;;"905496280541122561";https://twitter.com/olgaNYC1211/status/905496280541122561
MiamiHerald;2017-09-06 17:04;52;37;"‘Everyone’s freaking out.’ Florida Keys evacuate ahead of Hurricane Irma. http://hrld.us/2f34AvF pic.twitter.com/6qw32MGcl5";;;;"905476832392294400";https://twitter.com/MiamiHerald/status/905476832392294400
MikeTheiss;2017-09-06 16:52;107;151;"Florida Keys non-residents Evacuation underway !! #HurricaneIrmapic.twitter.com/ivDuIxp5XC";;;#HurricaneIrmapic;"905473724371128321";https://twitter.com/MikeTheiss/status/905473724371128321
CBSNews;2017-09-06 16:20;97;85;""The Florida Keys should be prepared to start feeling the effects of this storm as early as Friday night & early Saturday," Gov. Scott says pic.twitter.com/uHZDkzkZcZ";;;;"905465797170094080";https://twitter.com/CBSNews/status/905465797170094080
ABC;2017-09-06 15:46;61;103;"Florida Keys residents are known for riding out hurricanes, but few seem willing to risk #Irma's wind and rain http://abcn.ws/2gGnVml pic.twitter.com/TUcG1IwsmD";;;#Irma;"905457173966323712";https://twitter.com/ABC/status/905457173966323712
monroecounty;2017-09-06 15:11;83;86;"RUMOR CONTROL: There is not a gas shortage in the Florida Keys. FHP escorting gas trucks to refuel stations. #hurricaneirma";;;#hurricaneirma;"905448312576335873";https://twitter.com/monroecounty/status/905448312576335873
thefloridakeys;2017-09-06 14:24;71;72;"A mandatory visitor evacuation for Hurricane Irma began today for the Florida Keys. Get storm info at http://fla-keys.com . #Floridanow";;;#Floridanow;"905436568126664705";https://twitter.com/thefloridakeys/status/905436568126664705
ABC;2017-09-06 13:56;77;84;"Gov. Rick Scott: Mandatory evacuation order will go into effect for all residents of the Florida Keys tonight. http://abcn.ws/2eKa41M pic.twitter.com/Jf4Si9y3lV";;;;"905429601945620480";https://twitter.com/ABC/status/905429601945620480
ABC;2017-09-06 13:52;72;80;"Gov. Scott: #Irma expected to directly impact Florida Keys Sunday as “devastating major hurricane”; effects to be felt as early as Saturday. pic.twitter.com/5CUv8Wlq0D";;;#Irma;"905428491621031940";https://twitter.com/ABC/status/905428491621031940
CBS12;2017-09-06 13:47;104;113;""If you are evacuating from the keys, you can shelter at Florida International University."-Gov @FLGovScott";;@FLGovScott;;"905427127310397440";https://twitter.com/CBS12/status/905427127310397440
RyanMaue;2017-09-06 13:17;544;336;"Florida should prepare for direct landfall from Category 4 or 5 #IrmaHurricane. Updated spaghetti most concentrated from Keys to Miami. pic.twitter.com/kLenlwgzo8";;;#IrmaHurricane;"905419696740151296";https://twitter.com/RyanMaue/status/905419696740151296
CBSNews;2017-09-06 11:35;79;54;"Mandatory evacuations for tourists in Florida Keys began Wed. morning & evacuations for residents begins Wed. night: http://cbsn.ws/2w6mkvS pic.twitter.com/vjFYd8hVug";;;;"905393898838790144";https://twitter.com/CBSNews/status/905393898838790144
CBSThisMorning;2017-09-06 11:12;23;18;"#Irma is expected to make a sharp turn towards Florida this weekend. @BojorquezCBS is in Key Largo, where thousands will soon be evacuating. pic.twitter.com/LRFIR6x2eD";;@BojorquezCBS;#Irma;"905388121084370945";https://twitter.com/CBSThisMorning/status/905388121084370945
CBSNews;2017-09-06 11:07;56;47;"Hurricane Irma is expected to make a sharp turn toward Florida over the weekend, & the Florida Keys could be swamped http://cbsn.ws/2gLLAFL pic.twitter.com/KyRsx3GhnX";;;;"905386915712643074";https://twitter.com/CBSNews/status/905386915712643074
eugenegu;2017-09-06 10:51;467;2654;"The Florida Keys and Miami are worried about a Category 5 hurricane, the largest ever recorded in the Atlantic. Trump talks about taxes.";;;;"905382943564161024";https://twitter.com/eugenegu/status/905382943564161024
hurricanetrack;2017-09-06 10:41;15;26;"The overnight model guidance has shifted and seems to suggest less of a threat to the Florida Keys and the south west coast of Florida.";;;;"905380363039539201";https://twitter.com/hurricanetrack/status/905380363039539201
SteveSGoddard;2017-09-06 09:25;29;33;"The most intense hurricane in US history hit the Florida Keys on a very cool day during September, 1935 https://realclimatescience.com/2017/09/1935-labor-day-hurricane-hit-on-a-very-cool-day/ …pic.twitter.com/J62bmBKfgk";;;;"905361400783978496";https://twitter.com/SteveSGoddard/status/905361400783978496
MichaelRLowry;2017-09-06 04:29;19;60;"(8/) Tomorrow will likely be a day of action for residents of Florida and the Keys. Get some sleep. The rest will make for better decisions.";;;;"905286692260720641";https://twitter.com/MichaelRLowry/status/905286692260720641
CCrusherP;2017-09-06 03:07;67;114;"Florida is beginning to call for mandatory evacuations in areas such as Miami + Florida Keys- DO NOT IGNORE THESE WARNINGS!!!!!!!!!";;;;"905266226200444928";https://twitter.com/CCrusherP/status/905266226200444928
MyNews13;2017-09-06 00:31;65;66;"The Florida Keys are preparing to evacuate Wednesday. The state is urging people to heed any evacuation warnings because of #Irmahurricane.pic.twitter.com/2qBOE6Zu9M";;;#Irmahurricane;"905226838640877568";https://twitter.com/MyNews13/status/905226838640877568
megturney;2017-09-06 00:21;15;937;"Hurricane Irma is terrifying. I have family in the Florida Keys - glad they're getting out of there but worried about what will happen.";;;;"905224484847845376";https://twitter.com/megturney/status/905224484847845376
RandiRhodes;2017-09-05 23:31;67;91;"MANDATORY EVACUATIONS for Florida Keys so far. Special needs humans will be evacuated from Miami tomorrow #Irmahttps://www.washingtonpost.com/news/post-nation/wp/2017/09/05/florida-declares-state-of-emergency-as-hurricane-irma-intensifies-to-a-category-5-storm/?pushid=59aef085d4ac501c00000014&tid=notifi_push_breaking-news&utm_term=.5dd81b001643 …";;;#Irmahttps;"905211884382691333";https://twitter.com/RandiRhodes/status/905211884382691333
altNOAA;2017-09-05 23:11;132;287;"This is MM 90 along overseas highway in the Florida Keys. Not good enough people - get evacuating! #FloridaKeyspic.twitter.com/xggD7LDooM";;;#FloridaKeyspic;"905206866925506561";https://twitter.com/altNOAA/status/905206866925506561
wfaaweather;2017-09-05 21:52;18;31;"Here we go! Mandatory evacuations for the Florida Keys starts Wednesday!! https://twitter.com/NWSKeyWest/status/905163097069035520 …";;;;"905186866403651586";https://twitter.com/wfaaweather/status/905186866403651586
alfonslopeztena;2017-09-05 21:24;188;138;"Rabbits, chickens, turtles leave Florida Keys ahead of Hurricane Irma, strongest Atlantic hurricane outside Gulf and Caribbean ever recorded pic.twitter.com/8ZVS8TSDPR";;;;"905179803829067781";https://twitter.com/alfonslopeztena/status/905179803829067781
ReaganBattalion;2017-09-05 21:22;76;126;"GO HOME! Florida Keys orders visitors to evacuate as Irma approaches http://washex.am/2vJdB7q pic.twitter.com/lDftYTeAo3";;;;"905179355311214592";https://twitter.com/ReaganBattalion/status/905179355311214592
TwitterMoments;2017-09-05 21:19;70;106;"Residents have been ordered to evacuate the Florida Keys by Wednesday evening. #HurricaneIrmahttps://twitter.com/i/moments/905161493276106752 …";;;#HurricaneIrmahttps;"905178517242912768";https://twitter.com/TwitterMoments/status/905178517242912768
MiamiHerald;2017-09-05 20:21;152;218;"Even rabbits, chickens and turtles leaving Florida Keys ahead of Hurricane Irma. http://hrld.us/2f0g9E3 pic.twitter.com/XMrQGJgLv2";;;;"905163931605454848";https://twitter.com/MiamiHerald/status/905163931605454848
exoticgamora;2017-09-05 19:56;20;19;"Florida just issued a mandatory evacuation notice for all non residents (tourists) in The Keys.";;;;"905157779178098688";https://twitter.com/exoticgamora/status/905157779178098688
Daniel_Sweeney;2017-09-05 19:06;93;239;"Florida Keys @ASPCA evacuating shelters. Side note: Given the number of chickens roaming around Key West, that's one lucky chicken: pic.twitter.com/7lc70pZAAO";;@ASPCA;;"905145168067776512";https://twitter.com/Daniel_Sweeney/status/905145168067776512
spann;2017-09-05 18:53;229;185;"New 12Z run of the Euro (ECMWF) very similar to the 00Z run. Hard right turn over the Keys; right up the spine of Florida Sunday/Monday. pic.twitter.com/NxcePHX9H4";;;;"905141829875707906";https://twitter.com/spann/status/905141829875707906
foxcarolinanews;2017-09-05 18:41;186;377;""I don't want to lose a single person." -Governor Rick Scott announces mandatory evacuation in the Florida Keys.";;;;"905138848249901057";https://twitter.com/foxcarolinanews/status/905138848249901057
altNOAA;2017-09-05 18:38;123;290;"Everyone in #Florida, most especially the keys and S. Florida - needs to have a plan. Help neighbors. Be safe. Stay Calm. Think.";;;#Florida;"905138021917478912";https://twitter.com/altNOAA/status/905138021917478912
News_Update247;2017-09-05 18:18;134;117;"BREAKING: Hurricane Irma is now only 5 mph away from being the strongest hurricane ever recorded. Florida Keys ordered to evacuate.";;;;"905133123700187136";https://twitter.com/News_Update247/status/905133123700187136
TB_Times;2017-09-05 17:35;349;456;"UPDATED: A mandatory evacuation of visitors and residents of the Florida Keys will go into effect on Wednesday. http://www.tampabay.com/news/weather/hurricanes/hurricane-irma-still-targeting-florida-with-category-4-intensity/2336263 …";;;;"905122108514152452";https://twitter.com/TB_Times/status/905122108514152452
FoxBusiness;2017-09-05 17:33;172;117;"Hurricane Irma 'extremely dangerous' Category 5 storm, evacuations ordered for Florida Keys http://fxn.ws/2eGf4UN pic.twitter.com/Enc1rBd883";;;;"905121680535715840";https://twitter.com/FoxBusiness/status/905121680535715840
breakingweather;2017-09-05 17:01;105;82;"Mandatory visitor evacuations from the Florida Keys will begin Wednesday: https://twitter.com/NWSKeyWest/status/905099934596202500 …";;;;"905113637869813761";https://twitter.com/breakingweather/status/905113637869813761
DarlingReina;2017-09-05 16:58;136;78;"BREAKING: Emergency officials call for mandatory visitor evacuation of the Florida Keys to begin at sunrise Wed.";;;;"905112882240786433";https://twitter.com/DarlingReina/status/905112882240786433
EricHolthaus;2017-09-05 16:37;148;56;"Mandatory evacuation of the Florida Keys due to Hurricane #Irma will begin at sunrise Wednesday morning.https://twitter.com/ABC/status/905102664878489600 …";;;#Irma;"905107613720948736";https://twitter.com/EricHolthaus/status/905107613720948736
NBCNews;2017-09-05 16:20;573;313;"JUST IN: Florida Keys officials call for mandatory visitor evacuation to begin Wednesday ahead of potential impacts from Hurricane Irma pic.twitter.com/5uGHkJBtBV";;;;"905103240316035076";https://twitter.com/NBCNews/status/905103240316035076
ReedTimmerAccu;2017-09-05 16:18;115;144;"Mandatory evacuations in the Florida Keys starting as early as Wednesday morning ahead of Hurricane #Irma @breakingweather @Accu_Jesse";;@breakingweather @Accu_Jesse;#Irma;"905102829597143040";https://twitter.com/ReedTimmerAccu/status/905102829597143040
ABC;2017-09-05 16:17;309;166;"NEW: Monroe County, FL issues mandatory evacuation for visitors and residents in Florida Keys due to Hurricane #Irma http://abcn.ws/2iZT1tM pic.twitter.com/3tTxZXi8e8";;;#Irma;"905102664878489600";https://twitter.com/ABC/status/905102664878489600
BNONews;2017-09-05 16:15;87;69;"Florida Keys issues mandatory evacuation order for all visitors ahead of Irma, residents likely to be evacuated later this week - official";;;;"905102014992044033";https://twitter.com/BNONews/status/905102014992044033
fguzmanon7;2017-09-05 15:59;184;126;"#BREAKING Florida Keys will be issuing mandatory visitor evacuation expected to begin at sunrise Wednesday. Resident evacuation TBD. #Irma";;;#BREAKING #Irma;"905097959573991424";https://twitter.com/fguzmanon7/status/905097959573991424
ChannnMarieee;2017-09-05 15:58;62;153;"Everyone please pray for the state of Florida, especially the Florida keys getting hit head on. Please evacuate and stay safe";;;;"905097730741198857";https://twitter.com/ChannnMarieee/status/905097730741198857
fguzmanon7;2017-09-05 15:39;77;55;"#BREAKING: All schools in the Florida Keys closing Wednesday until further notice. #Irma";;;#BREAKING #Irma;"905093053026897921";https://twitter.com/fguzmanon7/status/905093053026897921
ReedTimmerAccu;2017-09-05 15:22;54;261;"Heading down to the Florida Keys to wait for Hurricane #Irma chasing with @MikeTheiss and @jctsooner for @breakingweather";;@MikeTheiss @jctsooner @breakingweather;#Irma;"905088867602194432";https://twitter.com/ReedTimmerAccu/status/905088867602194432
altNOAA;2017-09-05 04:17;150;172;"Latest GFS model shows Category 5 hurricane impacting #Florida Keys this weekend. Monroe County needs to prep evacuations very soon.";;;#Florida;"904921383641247745";https://twitter.com/altNOAA/status/904921383641247745
OfficialJoelF;2017-09-05 02:41;216;378;"Florida Keys could see MANDATORY tourist evacuation Wednesday morning and MANDATORY resident evacuation Thursday morning";;;;"904897243777572864";https://twitter.com/OfficialJoelF/status/904897243777572864
RyanMaue;2017-09-04 16:26;471;384;"Folks in Florida especially Keys & Miami need to think about Hurricane #Irma & potential impacts ranging from grazing to catastrophic. GFS:pic.twitter.com/9LlYcvKgQ4";;;#Irma;"904742365650444293";https://twitter.com/RyanMaue/status/904742365650444293
oceana;2017-09-04 05:30;56;175;"A tough sea turtle named Chuck Norris is back to swimming off the Florida Keys http://ow.ly/DfUK30eR2Of";;;;"904577342835748864";https://twitter.com/oceana/status/904577342835748864
coastalliving;2017-09-03 14:09;7;14;"Bucket list alert! Take an Ernest Hemingway-inspired trip to Key West, Florida: http://trib.al/4vzWulN pic.twitter.com/21liBHFadF";;;;"904345542372851712";https://twitter.com/coastalliving/status/904345542372851712
usatodaysports;2017-09-03 03:35;38;50;"No. 1 Alabama handled No. 3 Florida State 24-7 in the season-opener. @GeorgeSchroeder has four key takeaways. https://usat.ly/2x1t4QG";;@GeorgeSchroeder;;"904186164629962753";https://twitter.com/usatodaysports/status/904186164629962753
